date,menu_item,units_sold,revenue,price_per_unit,is_holiday,day_of_week,day_name,month,week_of_year,is_weekend
2023-05-14,Chicken Biryani,86,18797.68,220,False,6,Sunday,5,19,True
2023-05-15,Chicken Biryani,73,16333.33,220,False,0,Monday,5,20,False
2023-05-16,Chicken Biryani,56,12587.86,220,False,1,Tuesday,5,20,False
2023-05-17,Chicken Biryani,70,15176.62,220,False,2,Wednesday,5,20,False
2023-05-18,Chicken Biryani,77,16932.5,220,False,3,Thursday,5,20,False
2023-05-19,Chicken Biryani,101,21725.22,220,False,4,Friday,5,20,False
2023-05-20,Chicken Biryani,90,19370.93,220,False,5,Saturday,5,20,True
2023-05-21,Chicken Biryani,92,20208.38,220,False,6,Sunday,5,20,True
2023-05-22,Chicken Biryani,65,14035.98,220,False,0,Monday,5,21,False
2023-05-23,Chicken Biryani,54,11586.83,220,False,1,Tuesday,5,21,False
2023-05-24,Chicken Biryani,59,12751.29,220,False,2,Wednesday,5,21,False
2023-05-25,Chicken Biryani,65,14556.89,220,False,3,Thursday,5,21,False
2023-05-26,Chicken Biryani,99,22268.19,220,False,4,Friday,5,21,False
2023-05-27,Chicken Biryani,112,25007.03,220,False,5,Saturday,5,21,True
2023-05-28,Chicken Biryani,77,16808.35,220,False,6,Sunday,5,21,True
2023-05-29,Chicken Biryani,66,14735.6,220,False,0,Monday,5,22,False
2023-05-30,Chicken Biryani,48,10695.18,220,False,1,Tuesday,5,22,False
2023-05-31,Chicken Biryani,68,14912.8,220,False,2,Wednesday,5,22,False
2023-06-01,Chicken Biryani,66,14318.96,220,False,3,Thursday,6,22,False
2023-06-02,Chicken Biryani,85,18506.45,220,False,4,Friday,6,22,False
2023-06-03,Chicken Biryani,97,21459.84,220,False,5,Saturday,6,22,True
2023-06-04,Chicken Biryani,90,19844.08,220,False,6,Sunday,6,22,True
2023-06-05,Chicken Biryani,72,15775.05,220,False,0,Monday,6,23,False
2023-06-06,Chicken Biryani,67,14802.6,220,False,1,Tuesday,6,23,False
2023-06-07,Chicken Biryani,64,14169.36,220,False,2,Wednesday,6,23,False
2023-06-08,Chicken Biryani,58,12500.22,220,False,3,Thursday,6,23,False
2023-06-09,Chicken Biryani,89,19196.28,220,False,4,Friday,6,23,False
2023-06-10,Chicken Biryani,84,19014.86,220,False,5,Saturday,6,23,True
2023-06-11,Chicken Biryani,87,19679.14,220,False,6,Sunday,6,23,True
2023-06-12,Chicken Biryani,73,16222.5,220,False,0,Monday,6,24,False
2023-06-13,Chicken Biryani,72,15908.06,220,False,1,Tuesday,6,24,False
2023-06-14,Chicken Biryani,65,14236.02,220,False,2,Wednesday,6,24,False
2023-06-15,Chicken Biryani,60,12894.95,220,False,3,Thursday,6,24,False
2023-06-16,Chicken Biryani,93,20436.85,220,False,4,Friday,6,24,False
2023-06-17,Chicken Biryani,99,21566.47,220,False,5,Saturday,6,24,True
2023-06-18,Chicken Biryani,74,16457.29,220,False,6,Sunday,6,24,True
2023-06-19,Chicken Biryani,78,17130.73,220,False,0,Monday,6,25,False
2023-06-20,Chicken Biryani,66,14242.29,220,False,1,Tuesday,6,25,False
2023-06-21,Chicken Biryani,65,14363.9,220,False,2,Wednesday,6,25,False
2023-06-22,Chicken Biryani,65,14011.42,220,False,3,Thursday,6,25,False
2023-06-23,Chicken Biryani,107,23773.32,220,False,4,Friday,6,25,False
2023-06-24,Chicken Biryani,100,22417.91,220,False,5,Saturday,6,25,True
2023-06-25,Chicken Biryani,94,20633.69,220,False,6,Sunday,6,25,True
2023-06-26,Chicken Biryani,60,13516.46,220,False,0,Monday,6,26,False
2023-06-27,Chicken Biryani,67,15099.48,220,False,1,Tuesday,6,26,False
2023-06-28,Chicken Biryani,66,14376.17,220,False,2,Wednesday,6,26,False
2023-06-29,Chicken Biryani,69,15289.36,220,False,3,Thursday,6,26,False
2023-06-30,Chicken Biryani,108,23491.59,220,False,4,Friday,6,26,False
2023-07-01,Chicken Biryani,124,26516.49,220,False,5,Saturday,7,26,True
2023-07-02,Chicken Biryani,108,24217.98,220,False,6,Sunday,7,26,True
2023-07-03,Chicken Biryani,83,17851.88,220,False,0,Monday,7,27,False
2023-07-04,Chicken Biryani,79,17611.76,220,False,1,Tuesday,7,27,False
2023-07-05,Chicken Biryani,82,18249.93,220,False,2,Wednesday,7,27,False
2023-07-06,Chicken Biryani,71,16002.8,220,False,3,Thursday,7,27,False
2023-07-07,Chicken Biryani,118,25900.82,220,False,4,Friday,7,27,False
2023-07-08,Chicken Biryani,129,28569.78,220,False,5,Saturday,7,27,True
2023-07-09,Chicken Biryani,125,28213.0,220,False,6,Sunday,7,27,True
2023-07-10,Chicken Biryani,85,18310.15,220,False,0,Monday,7,28,False
2023-07-11,Chicken Biryani,86,18833.87,220,False,1,Tuesday,7,28,False
2023-07-12,Chicken Biryani,89,19125.63,220,False,2,Wednesday,7,28,False
2023-07-13,Chicken Biryani,99,21289.51,220,False,3,Thursday,7,28,False
2023-07-14,Chicken Biryani,170,37173.36,220,False,4,Friday,7,28,False
2023-07-15,Chicken Biryani,114,25535.73,220,False,5,Saturday,7,28,True
2023-07-16,Chicken Biryani,102,23005.29,220,False,6,Sunday,7,28,True
2023-07-17,Chicken Biryani,62,13834.37,220,False,0,Monday,7,29,False
2023-07-18,Chicken Biryani,70,15100.98,220,False,1,Tuesday,7,29,False
2023-07-19,Chicken Biryani,79,17812.6,220,False,2,Wednesday,7,29,False
2023-07-20,Chicken Biryani,73,16504.29,220,False,3,Thursday,7,29,False
2023-07-21,Chicken Biryani,117,25099.61,220,False,4,Friday,7,29,False
2023-07-22,Chicken Biryani,129,28805.63,220,False,5,Saturday,7,29,True
2023-07-23,Chicken Biryani,108,23339.65,220,False,6,Sunday,7,29,True
2023-07-24,Chicken Biryani,85,18212.73,220,False,0,Monday,7,30,False
2023-07-25,Chicken Biryani,77,16964.79,220,False,1,Tuesday,7,30,False
2023-07-26,Chicken Biryani,71,15321.9,220,False,2,Wednesday,7,30,False
2023-07-27,Chicken Biryani,94,20522.8,220,False,3,Thursday,7,30,False
2023-07-28,Chicken Biryani,116,24993.5,220,False,4,Friday,7,30,False
2023-07-29,Chicken Biryani,131,28002.25,220,False,5,Saturday,7,30,True
2023-07-30,Chicken Biryani,98,21144.17,220,False,6,Sunday,7,30,True
2023-07-31,Chicken Biryani,79,16962.3,220,False,0,Monday,7,31,False
2023-08-01,Chicken Biryani,80,17491.43,220,False,1,Tuesday,8,31,False
2023-08-02,Chicken Biryani,82,17816.1,220,False,2,Wednesday,8,31,False
2023-08-03,Chicken Biryani,70,15762.83,220,False,3,Thursday,8,31,False
2023-08-04,Chicken Biryani,147,31873.19,220,False,4,Friday,8,31,False
2023-08-05,Chicken Biryani,129,28225.75,220,False,5,Saturday,8,31,True
2023-08-06,Chicken Biryani,94,20424.97,220,False,6,Sunday,8,31,True
2023-08-07,Chicken Biryani,99,22171.85,220,False,0,Monday,8,32,False
2023-08-08,Chicken Biryani,74,16054.04,220,False,1,Tuesday,8,32,False
2023-08-09,Chicken Biryani,79,17729.27,220,False,2,Wednesday,8,32,False
2023-08-10,Chicken Biryani,86,18547.29,220,False,3,Thursday,8,32,False
2023-08-11,Chicken Biryani,95,20967.94,220,False,4,Friday,8,32,False
2023-08-12,Chicken Biryani,140,30257.47,220,False,5,Saturday,8,32,True
2023-08-13,Chicken Biryani,105,23328.74,220,False,6,Sunday,8,32,True
2023-08-14,Chicken Biryani,90,19703.5,220,False,0,Monday,8,33,False
2023-08-15,Chicken Biryani,117,25095.67,220,True,1,Tuesday,8,33,False
2023-08-16,Chicken Biryani,75,16390.4,220,False,2,Wednesday,8,33,False
2023-08-17,Chicken Biryani,70,15461.36,220,False,3,Thursday,8,33,False
2023-08-18,Chicken Biryani,137,30929.96,220,False,4,Friday,8,33,False
2023-08-19,Chicken Biryani,119,26174.29,220,False,5,Saturday,8,33,True
2023-08-20,Chicken Biryani,107,23922.64,220,False,6,Sunday,8,33,True
2023-08-21,Chicken Biryani,69,15351.6,220,False,0,Monday,8,34,False
2023-08-22,Chicken Biryani,88,19730.67,220,False,1,Tuesday,8,34,False
2023-08-23,Chicken Biryani,93,20289.33,220,False,2,Wednesday,8,34,False
2023-08-24,Chicken Biryani,69,14849.21,220,False,3,Thursday,8,34,False
2023-08-25,Chicken Biryani,136,30589.51,220,False,4,Friday,8,34,False
2023-08-26,Chicken Biryani,121,26873.61,220,False,5,Saturday,8,34,True
2023-08-27,Chicken Biryani,115,24876.8,220,False,6,Sunday,8,34,True
2023-08-28,Chicken Biryani,83,17755.4,220,False,0,Monday,8,35,False
2023-08-29,Chicken Biryani,92,20744.57,220,False,1,Tuesday,8,35,False
2023-08-30,Chicken Biryani,68,14778.1,220,False,2,Wednesday,8,35,False
2023-08-31,Chicken Biryani,94,21129.22,220,False,3,Thursday,8,35,False
2023-09-01,Chicken Biryani,137,30734.81,220,False,4,Friday,9,35,False
2023-09-02,Chicken Biryani,110,23585.74,220,False,5,Saturday,9,35,True
2023-09-03,Chicken Biryani,105,23411.53,220,False,6,Sunday,9,35,True
2023-09-04,Chicken Biryani,80,17408.6,220,False,0,Monday,9,36,False
2023-09-05,Chicken Biryani,90,19937.65,220,False,1,Tuesday,9,36,False
2023-09-06,Chicken Biryani,72,16257.29,220,False,2,Wednesday,9,36,False
2023-09-07,Chicken Biryani,101,22020.97,220,False,3,Thursday,9,36,False
2023-09-08,Chicken Biryani,153,34414.68,220,False,4,Friday,9,36,False
2023-09-09,Chicken Biryani,138,30210.2,220,False,5,Saturday,9,36,True
2023-09-10,Chicken Biryani,106,23116.59,220,False,6,Sunday,9,36,True
2023-09-11,Chicken Biryani,74,16019.79,220,False,0,Monday,9,37,False
2023-09-12,Chicken Biryani,68,14856.17,220,False,1,Tuesday,9,37,False
2023-09-13,Chicken Biryani,82,18527.04,220,False,2,Wednesday,9,37,False
2023-09-14,Chicken Biryani,88,19876.6,220,False,3,Thursday,9,37,False
2023-09-15,Chicken Biryani,124,26735.0,220,False,4,Friday,9,37,False
2023-09-16,Chicken Biryani,134,29670.56,220,False,5,Saturday,9,37,True
2023-09-17,Chicken Biryani,107,23083.13,220,False,6,Sunday,9,37,True
2023-09-18,Chicken Biryani,69,14777.28,220,False,0,Monday,9,38,False
2023-09-19,Chicken Biryani,104,23467.22,220,False,1,Tuesday,9,38,False
2023-09-20,Chicken Biryani,95,21145.81,220,False,2,Wednesday,9,38,False
2023-09-21,Chicken Biryani,75,16227.2,220,False,3,Thursday,9,38,False
2023-09-22,Chicken Biryani,133,28542.81,220,False,4,Friday,9,38,False
2023-09-23,Chicken Biryani,149,32051.33,220,False,5,Saturday,9,38,True
2023-09-24,Chicken Biryani,125,27756.15,220,False,6,Sunday,9,38,True
2023-09-25,Chicken Biryani,80,17503.33,220,False,0,Monday,9,39,False
2023-09-26,Chicken Biryani,76,16299.71,220,False,1,Tuesday,9,39,False
2023-09-27,Chicken Biryani,90,19296.44,220,False,2,Wednesday,9,39,False
2023-09-28,Chicken Biryani,105,23550.01,220,False,3,Thursday,9,39,False
2023-09-29,Chicken Biryani,119,26283.25,220,False,4,Friday,9,39,False
2023-09-30,Chicken Biryani,131,29426.23,220,False,5,Saturday,9,39,True
2023-10-01,Chicken Biryani,152,34116.18,220,False,6,Sunday,10,39,True
2023-10-02,Chicken Biryani,163,36679.48,220,True,0,Monday,10,40,False
2023-10-03,Chicken Biryani,103,23102.98,220,False,1,Tuesday,10,40,False
2023-10-04,Chicken Biryani,83,18608.36,220,False,2,Wednesday,10,40,False
2023-10-05,Chicken Biryani,109,23269.79,220,False,3,Thursday,10,40,False
2023-10-06,Chicken Biryani,145,31440.26,220,False,4,Friday,10,40,False
2023-10-07,Chicken Biryani,156,34896.26,220,False,5,Saturday,10,40,True
2023-10-08,Chicken Biryani,130,28328.65,220,False,6,Sunday,10,40,True
2023-10-09,Chicken Biryani,106,22763.83,220,False,0,Monday,10,41,False
2023-10-10,Chicken Biryani,108,24056.77,220,False,1,Tuesday,10,41,False
2023-10-11,Chicken Biryani,87,18963.01,220,False,2,Wednesday,10,41,False
2023-10-12,Chicken Biryani,98,20945.01,220,False,3,Thursday,10,41,False
2023-10-13,Chicken Biryani,126,27701.11,220,False,4,Friday,10,41,False
2023-10-14,Chicken Biryani,140,31718.69,220,False,5,Saturday,10,41,True
2023-10-15,Chicken Biryani,123,26513.86,220,False,6,Sunday,10,41,True
2023-10-16,Chicken Biryani,116,25172.81,220,False,0,Monday,10,42,False
2023-10-17,Chicken Biryani,114,24978.18,220,False,1,Tuesday,10,42,False
2023-10-18,Chicken Biryani,96,20833.89,220,False,2,Wednesday,10,42,False
2023-10-19,Chicken Biryani,121,27249.46,220,False,3,Thursday,10,42,False
2023-10-20,Chicken Biryani,137,29902.24,220,False,4,Friday,10,42,False
2023-10-21,Chicken Biryani,158,35736.46,220,False,5,Saturday,10,42,True
2023-10-22,Chicken Biryani,136,30538.95,220,False,6,Sunday,10,42,True
2023-10-23,Chicken Biryani,111,23879.7,220,False,0,Monday,10,43,False
2023-10-24,Chicken Biryani,152,32672.17,220,True,1,Tuesday,10,43,False
2023-10-25,Chicken Biryani,103,22565.24,220,False,2,Wednesday,10,43,False
2023-10-26,Chicken Biryani,93,20176.42,220,False,3,Thursday,10,43,False
2023-10-27,Chicken Biryani,147,32253.11,220,False,4,Friday,10,43,False
2023-10-28,Chicken Biryani,123,27222.39,220,False,5,Saturday,10,43,True
2023-10-29,Chicken Biryani,103,23149.62,220,False,6,Sunday,10,43,True
2023-10-30,Chicken Biryani,91,19710.14,220,False,0,Monday,10,44,False
2023-10-31,Chicken Biryani,103,22658.49,220,False,1,Tuesday,10,44,False
2023-11-01,Chicken Biryani,101,21988.64,220,False,2,Wednesday,11,44,False
2023-11-02,Chicken Biryani,94,20494.66,220,False,3,Thursday,11,44,False
2023-11-03,Chicken Biryani,118,26065.2,220,False,4,Friday,11,44,False
2023-11-04,Chicken Biryani,158,34134.63,220,False,5,Saturday,11,44,True
2023-11-05,Chicken Biryani,130,27796.2,220,False,6,Sunday,11,44,True
2023-11-06,Chicken Biryani,109,24039.42,220,False,0,Monday,11,45,False
2023-11-07,Chicken Biryani,115,25056.29,220,False,1,Tuesday,11,45,False
2023-11-08,Chicken Biryani,105,23647.22,220,False,2,Wednesday,11,45,False
2023-11-09,Chicken Biryani,121,26662.17,220,False,3,Thursday,11,45,False
2023-11-10,Chicken Biryani,141,30201.73,220,False,4,Friday,11,45,False
2023-11-11,Chicken Biryani,133,30095.43,220,False,5,Saturday,11,45,True
2023-11-12,Chicken Biryani,216,47972.51,220,True,6,Sunday,11,45,True
2023-11-13,Chicken Biryani,92,20842.75,220,False,0,Monday,11,46,False
2023-11-14,Chicken Biryani,117,25275.97,220,False,1,Tuesday,11,46,False
2023-11-15,Chicken Biryani,105,23414.86,220,False,2,Wednesday,11,46,False
2023-11-16,Chicken Biryani,102,22232.57,220,False,3,Thursday,11,46,False
2023-11-17,Chicken Biryani,136,30324.38,220,False,4,Friday,11,46,False
2023-11-18,Chicken Biryani,182,41002.65,220,False,5,Saturday,11,46,True
2023-11-19,Chicken Biryani,133,28752.04,220,False,6,Sunday,11,46,True
2023-11-20,Chicken Biryani,104,23200.02,220,False,0,Monday,11,47,False
2023-11-21,Chicken Biryani,96,21110.21,220,False,1,Tuesday,11,47,False
2023-11-22,Chicken Biryani,95,20831.41,220,False,2,Wednesday,11,47,False
2023-11-23,Chicken Biryani,88,19233.48,220,False,3,Thursday,11,47,False
2023-11-24,Chicken Biryani,165,36641.37,220,False,4,Friday,11,47,False
2023-11-25,Chicken Biryani,132,28296.86,220,False,5,Saturday,11,47,True
2023-11-26,Chicken Biryani,121,26359.66,220,False,6,Sunday,11,47,True
2023-11-27,Chicken Biryani,110,24500.24,220,False,0,Monday,11,48,False
2023-11-28,Chicken Biryani,78,16682.96,220,False,1,Tuesday,11,48,False
2023-11-29,Chicken Biryani,116,25988.04,220,False,2,Wednesday,11,48,False
2023-11-30,Chicken Biryani,104,22476.18,220,False,3,Thursday,11,48,False
2023-12-01,Chicken Biryani,136,30703.79,220,False,4,Friday,12,48,False
2023-12-02,Chicken Biryani,123,26982.39,220,False,5,Saturday,12,48,True
2023-12-03,Chicken Biryani,130,27996.56,220,False,6,Sunday,12,48,True
2023-12-04,Chicken Biryani,115,24548.5,220,False,0,Monday,12,49,False
2023-12-05,Chicken Biryani,109,24002.44,220,False,1,Tuesday,12,49,False
2023-12-06,Chicken Biryani,109,23461.53,220,False,2,Wednesday,12,49,False
2023-12-07,Chicken Biryani,80,17783.14,220,False,3,Thursday,12,49,False
2023-12-08,Chicken Biryani,166,36898.21,220,False,4,Friday,12,49,False
2023-12-09,Chicken Biryani,163,36587.49,220,False,5,Saturday,12,49,True
2023-12-10,Chicken Biryani,132,29035.08,220,False,6,Sunday,12,49,True
2023-12-11,Chicken Biryani,102,23020.23,220,False,0,Monday,12,50,False
2023-12-12,Chicken Biryani,106,22922.17,220,False,1,Tuesday,12,50,False
2023-12-13,Chicken Biryani,95,21097.94,220,False,2,Wednesday,12,50,False
